Train_labeled_loss Train_unlabeled_loss Test_loss Train_labeled_accuracy Train_unlabeled_accuracy Test_accuracy New_label_correct New_label_total 
0.0009731649239224444 0.6959704676051296 0.6647183624707316 1.0 0.8580555555555556 0.8613 14736.4 14850.0 
0.000988420247836064 0.6961648093388191 0.6656674502089289 1.0 0.8585925925925928 0.8628 10844.2 11138.0 
0.00048654645796035223 0.8241645054954013 0.7867043958713766 1.0 0.861368686868687 0.86521 7935.8 8353.0 
0.00029193093313771877 0.9650626828874019 0.9099962953267987 1.0 0.864006734006734 0.86837 5744.8 6265.0 
0.00015008898655513578 1.1186963731663444 1.0494739883182285 1.0 0.8696767676767676 0.87357 4102.4 4699.0 
0.00010443658723060937 1.2194175436001076 1.1367433501316226 1.0 0.874510101010101 0.87804 2876.2 3524.0 
7.067669343970773e-05 1.385392007150307 1.284755968949399 1.0 0.8778872053872053 0.88195 1995.2 2643.0 
4.9652118872364444e-05 1.5506548720166524 1.4205721892796215 1.0 0.8810185185185185 0.8855299999999999 1376.8 1982.0 
3.962798330901405e-05 1.6954279693008842 1.5345516872355411 1.0 0.8839343434343434 0.8880700000000001 951.2 1487.0 
0.002493376414608364 1.856071449617189 1.6629286577695837 0.9996666666666666 0.8850959595959595 0.8894399999999999 631.1 1115.0 
